time, voltage,x
0.083042145,1.347252747,0.027
0.083042383,1.238827839,0.027
0.08637619,1.222710623,0.027
0.086378574,1.296703297,0.027
0.086380005,1.39047619,0.027
0.086381197,1.53992674,0.027
0.086382627,1.678388278,0.027
0.08638382,1.739194139,0.027
0.086499214,1.764102564,0.027
0.086500883,1.704029304,0.027
0.086501598,1.563369963,0.027
0.086502314,1.41025641,0.027
0.08650279,1.282783883,0.027
0.086503506,1.21978022,0.027
0.086504221,1.234432234,0.027
0.086504698,1.321611722,0.027
0.086505175,1.445421245,0.027
0.086505651,1.626373626,0.027
0.086506128,1.686446886,0.027
0.086506844,1.776556777,0.027
0.086507797,1.767032967,0.027
0.086508274,1.657142857,0.027
0.086508751,1.597802198,0.027
0.086509466,1.395604396,0.027
0.086509943,1.266666667,0.027
0.087723255,1.219047619,0.027
0.087724686,1.249084249,0.027
0.087725163,1.351648352,0.027
0.087726116,1.515018315,0.027
0.087726831,1.646153846,0.027
0.087727308,1.749450549,0.027
0.088848829,1.774358974,0.027
0.08885026,1.69010989,0.027
0.088851213,1.586080586,0.027
0.08885169,1.467399267,0.027
0.088852406,1.33040293,0.027
0.088852882,1.247619048,0.027
0.090036869,1.227106227,0.027
0.090039492,1.3003663,0.027
0.090039968,1.428571429,0.027
0.090040684,1.575824176,0.027
0.090041637,1.701831502,0.027
0.090042353,1.748717949,0.027
0.091174841,1.76043956,0.027
0.091177464,1.671794872,0.027
0.091178179,1.544322344,0.027
0.091179132,1.381684982,0.027
0.091179848,1.26959707,0.027
0.092358589,1.223443223,0.027
0.092360735,1.254945055,0.027
0.092361689,1.363369963,0.027
0.092362642,1.416849817,0.027
0.092363119,1.632234432,0.027
0.092364073,1.737728938,0.027
0.092364788,1.775824176,0.027
0.092365265,1.723076923,0.027
0.09236598,1.617582418,0.027
0.092366695,1.522344322,0.027
0.092367649,1.335531136,0.027
0.092368364,1.248351648,0.027
0.093551397,1.227838828,0.027
0.093553066,1.286446886,0.027
0.093553782,1.400732601,0.027
0.093554258,1.538461538,0.027
0.093555212,1.682051282,0.027
0.093555689,1.724542125,0.027
0.094695091,1.746520147,0.027
0.094696999,1.69010989,0.027
0.094697952,1.617582418,0.027
0.094698429,1.414652015,0.027
0.094698906,1.289377289,0.027
0.094704866,1.185347985,0.027
0.095846176,1.20952381,0.027
0.095847845,1.333333333,0.027
0.09584856,1.47032967,0.027
0.095849037,1.605128205,0.027
0.095849991,1.715018315,0.027
0.096996784,1.747252747,0.027
0.096998692,1.751648352,0.027
0.096999168,1.613919414,0.027
0.096999645,1.490842491,0.027
0.09700036,1.348717949,0.027
0.097000837,1.254945055,0.027
0.098142385,1.225641026,0.027
0.098144293,1.280586081,0.027
0.09814477,1.342124542,0.027
0.098145723,1.522344322,0.027
0.0981462,1.641758242,0.027
0.098146677,1.766300366,0.027
0.09930253,1.778021978,0.027
0.099304438,1.701098901,0.027
0.099304914,1.565567766,0.027
0.09930563,1.452747253,0.027
0.099306107,1.322344322,0.027
0.099306583,1.230769231,0.027
0.099307299,1.231501832,0.027
0.099308014,1.315750916,0.027
0.099308491,1.450549451,0.027
0.099308968,1.601465201,0.027
0.099309444,1.720879121,0.027
0.099309921,1.764835165,0.027
0.10053134,1.734798535,0.027
0.100533009,1.643223443,0.027
0.100533724,1.53040293,0.027
0.100534201,1.382417582,0.027
0.100534916,1.258608059,0.027
0.101747274,1.221245421,0.027
0.101748943,1.258608059,0.027
0.101749659,1.356776557,0.027
0.101750135,1.516483516,0.027
0.101750612,1.624908425,0.027
0.101751566,1.742857143,0.027
0.102911234,1.776556777,0.027
0.102912664,1.662271062,0.027
0.10291338,1.59047619,0.027
0.102914333,1.468864469,0.027
0.102915049,1.310622711,0.027
0.102915525,1.228571429,0.027
0.104035139,1.202197802,0.027
0.104036808,1.282051282,0.027
0.104037285,1.415384615,0.027
0.104037762,1.573626374,0.027
0.104038477,1.696703297,0.027
0.104039192,1.758241758,0.027
0.105180025,1.713553114,0.027
0.105181932,1.642490842,0.027
0.105182886,1.540659341,0.027
0.105183363,1.400732601,0.027
0.10518384,1.279120879,0.027
0.105184555,1.211721612,0.027
0.1052351,1.245421245,0.027
0.105235815,1.342124542,0.027
0.105236292,1.495970696,0.027
0.105237007,1.614652015,0.027
0.105237484,1.727472527,0.027
0.106472492,1.783150183,0.027
0.106474161,1.734798535,0.027
0.106475115,1.621978022,0.027
0.106476307,1.457875458,0.027
0.106477022,1.293772894,0.027
0.106477976,1.231501832,0.027
0.107672453,1.363369963,0.027
0.107674122,1.291575092,0.027
0.107674837,1.414652015,0.027
0.107675552,1.535531136,0.027
0.107676029,1.686446886,0.027
0.107676506,1.761172161,0.027
0.10886693,1.763369963,0.027
0.108868599,1.663736264,0.027
0.108869314,1.563369963,0.027
0.108869791,1.421978022,0.027
0.108870506,1.2996337,0.027
0.108870983,1.206593407,0.027
0.110031128,1.228571429,0.027
0.11003232,1.313553114,0.027
0.110033035,1.446153846,0.027
0.110033512,1.614652015,0.027
0.110034466,1.741391941,0.027
0.111208439,1.762637363,0.027
0.111209869,1.749450549,0.027
0.111210823,1.635164835,0.027
0.1112113,1.506227106,0.027
0.111212015,1.353846154,0.027
0.111212492,1.245421245,0.027
0.11240983,1.23003663,0.027
0.112411261,1.279120879,0.027
0.112411976,1.38974359,0.027
0.112412691,1.523076923,0.027
0.112413168,1.661538462,0.027
0.112413645,1.748717949,0.027
0.112414122,1.763369963,0.027
0.112414837,1.686446886,0.027
0.112415314,1.562637363,0.027
0.112416267,1.427106227,0.027
0.112416744,1.304029304,0.027
0.112417221,1.220512821,0.027
0.113607168,1.242490842,0.027
0.113608837,1.326739927,0.027
0.113610029,1.432234432,0.027
