Time,x,Voltage
42.708,120.3204,0.8476
42.729,120.2393,0.8476
42.749,120.1583,0.8476
42.770,120.0772,0.8476
42.790,119.9962,0.8476
42.811,119.9151,0.8476
42.832,119.8341,0.8476
42.853,119.7531,0.8476
42.873,119.6720,0.8479
42.893,119.5910,0.8491
42.914,119.5099,0.8504
42.935,119.4289,0.8516
42.956,119.3479,0.8529
42.976,119.2668,0.8542
42.997,119.1858,0.8554
43.017,119.1047,0.8567
43.038,119.0237,0.8571
43.059,118.9426,0.8395
43.080,118.8616,0.8220
43.100,118.7806,0.8053
43.121,118.6995,0.7877
43.141,118.6185,0.7710
43.163,118.5374,0.7526
43.183,118.4564,0.7359
43.204,118.3754,0.7184
43.224,118.2943,0.7218
43.245,118.2133,0.7294
43.265,118.1322,0.7366
43.287,118.0512,0.7445
43.307,117.9701,0.7517
43.328,117.8891,0.7593
43.348,117.8081,0.7665
43.369,117.7270,0.7740
43.389,117.6460,0.7788
43.411,117.5649,0.7832
43.431,117.4839,0.7872
43.452,117.4029,0.7914
43.472,117.3218,0.7954
43.493,117.2408,0.7996
43.514,117.1597,0.8038
43.535,117.0787,0.8081
43.555,116.9976,0.8054
43.575,116.9166,0.7989
43.596,116.8356,0.7920
43.616,116.7545,0.7855
43.638,116.6735,0.7783
43.658,116.5924,0.7718
43.679,116.5114,0.7649
43.699,116.4303,0.7584
43.720,116.3493,0.7574
43.741,116.2683,0.7679
43.762,116.1872,0.7785
43.782,116.1062,0.7886
43.803,116.0251,0.7991
43.823,115.9441,0.8092
43.844,115.8630,0.8197
43.865,115.7820,0.8303
43.886,115.7010,0.8377
43.906,115.6199,0.8385
43.927,115.5389,0.8395
43.947,115.4578,0.8403
43.969,115.3768,0.8413
43.989,115.2958,0.8422
44.010,115.2147,0.8431
44.030,115.1337,0.8439
44.051,115.0526,0.8437
44.071,114.9716,0.8389
44.093,114.8905,0.8336
44.113,114.8095,0.8288
44.134,114.7285,0.8237
44.154,114.6474,0.8189
44.175,114.5664,0.8139
44.195,114.4853,0.8090
44.216,114.4043,0.8040
44.237,114.3233,0.8111
44.257,114.2422,0.8185
44.278,114.1612,0.8264
44.298,114.0801,0.8339
44.320,113.9991,0.8421
44.340,113.9180,0.8496
44.361,113.8370,0.8575
44.381,113.7560,0.8650
44.402,113.6749,0.8629
44.422,113.5939,0.8584
44.444,113.5128,0.8534
44.464,113.4318,0.8488
44.485,113.3507,0.8440
44.505,113.2697,0.8395
44.526,113.1887,0.8347
44.547,113.1076,0.8300
44.568,113.0266,0.8271
44.588,112.9455,0.8252
44.609,112.8645,0.8232
44.629,112.7835,0.8213
44.650,112.7024,0.8193
44.671,112.6214,0.8173
44.692,112.5403,0.8153
44.712,112.4593,0.8134
44.733,112.3782,0.8112
44.753,112.2972,0.8090
44.775,112.2162,0.8065
44.795,112.1351,0.8042
44.816,112.0541,0.8018
44.836,111.9730,0.7996
44.856,111.8920,0.7973
44.877,111.8109,0.7949
44.898,111.7299,0.7945
44.919,111.6489,0.7974
44.939,111.5678,0.8002
44.960,111.4868,0.8032
44.980,111.4057,0.8060
45.001,111.3247,0.8089
45.022,111.2437,0.8118
45.043,111.1626,0.8148
45.063,111.0816,0.8216
45.084,111.0005,0.8402
45.104,110.9195,0.8579
45.126,110.8384,0.8774
45.146,110.7574,0.8952
45.167,110.6764,0.9138
45.187,110.5953,0.9315
45.208,110.5143,0.9501
45.228,110.4332,0.9639
45.250,110.3522,0.9344
45.270,110.2712,0.9075
45.291,110.1901,0.8793
45.311,110.1091,0.8524
45.332,110.0280,0.8242
45.353,109.9470,0.7960
45.374,109.8659,0.7678
45.394,109.7849,0.7409
45.415,109.7039,0.7594
45.435,109.6228,0.7775
45.456,109.5418,0.7964
45.477,109.4607,0.8153
45.498,109.3797,0.8343
45.518,109.2986,0.8523
45.538,109.2176,0.8703
45.559,109.1366,0.8892
45.579,109.0555,0.8797
45.601,108.9745,0.8611
45.621,108.8934,0.8441
45.642,108.8124,0.8264
45.662,108.7314,0.8094
45.683,108.6503,0.7916
45.704,108.5693,0.7739
45.725,108.4882,0.7561
45.745,108.4072,0.7521
45.766,108.3261,0.7540
45.786,108.2451,0.7557
45.807,108.1641,0.7575
45.828,108.0830,0.7594
45.849,108.0020,0.7612
45.869,107.9209,0.7629
45.890,107.8399,0.7648
45.910,107.7589,0.7688
45.932,107.6778,0.7755
45.952,107.5968,0.7816
45.973,107.5157,0.7879
45.993,107.4347,0.7940
46.014,107.3536,0.8004
46.034,107.2726,0.8065
46.056,107.1916,0.8131
46.076,107.1105,0.8171
46.097,107.0295,0.8179
46.117,106.9484,0.8186
46.138,106.8674,0.8193
46.159,106.7863,0.8200
46.180,106.7053,0.8208
46.200,106.6243,0.8215
46.220,106.5432,0.8222
46.241,106.4622,0.8213
46.261,106.3811,0.8163
46.283,106.3001,0.8107
46.303,106.2191,0.8057
46.324,106.1380,0.8004
46.344,106.0570,0.7954
46.365,105.9759,0.7901
46.385,105.8949,0.7851
46.407,105.8138,0.7817
46.427,105.7328,0.7927
46.448,105.6518,0.8043
46.468,105.5707,0.8152
46.489,105.4897,0.8268
46.510,105.4086,0.8383
46.531,105.3276,0.8498
46.551,105.2465,0.8608
46.572,105.1655,0.8724
46.592,105.0845,0.8777
46.613,105.0034,0.8824
46.634,104.9224,0.8870
46.655,104.8413,0.8916
46.675,104.7603,0.8960
46.696,104.6793,0.9006
46.716,104.5982,0.9050
46.738,104.5172,0.9099
46.758,104.4361,0.9070
46.779,104.3551,0.9024
46.799,104.2740,0.8981
46.820,104.1930,0.8935
46.840,104.1120,0.8891
46.861,104.0309,0.8845
46.882,103.9499,0.8800
46.902,103.8688,0.8756
46.923,103.7878,0.8752
46.943,103.7068,0.8769
46.964,103.6257,0.8788
46.985,103.5447,0.8806
47.006,103.4636,0.8824
47.026,103.3826,0.8842
47.047,103.3015,0.8860
47.067,103.2205,0.8877
47.089,103.1395,0.8747
47.109,103.0584,0.8508
47.130,102.9774,0.8257
47.150,102.8963,0.8018
47.171,102.8153,0.7768
47.191,102.7342,0.7529
47.213,102.6532,0.7266
47.233,102.5722,0.7027
47.254,102.4911,0.6971
47.274,102.4101,0.7185
47.295,102.3290,0.7410
47.316,102.2480,0.7635
47.337,102.1669,0.7859
47.357,102.0859,0.8073
47.378,102.0049,0.8298
47.398,101.9238,0.8512
47.419,101.8428,0.8707
47.440,101.7617,0.8765
47.461,101.6807,0.8823
47.481,101.5997,0.8879
47.501,101.5186,0.8934
47.522,101.4376,0.8993
47.543,101.3565,0.9051
47.564,101.2755,0.9109
47.584,101.1944,0.9165
47.605,101.1134,0.8983
47.625,101.0324,0.8809
47.646,100.9513,0.8627
47.667,100.8703,0.8445
47.688,100.7892,0.8263
47.708,100.7082,0.8090
47.729,100.6272,0.7908
47.749,100.5461,0.7734
47.770,100.4651,0.7820
47.791,100.3840,0.7939
47.812,100.3030,0.8057
47.832,100.2219,0.8170
47.853,100.1409,0.8289
47.873,100.0599,0.8402
47.895,99.9788,0.8526
47.915,99.8978,0.8639
47.936,99.8167,0.8540
47.956,99.7357,0.8382
47.977,99.6547,0.8217
47.997,99.5736,0.8059
48.018,99.4926,0.7894
48.038,99.4115,0.7736
48.059,99.3305,0.7571
48.079,99.2494,0.7413
48.101,99.1684,0.7431
48.121,99.0874,0.7551
48.141,99.0063,0.7671
48.162,98.9253,0.7797
48.182,98.8442,0.7917
48.203,98.7632,0.8044
48.223,98.6821,0.8164
48.244,98.6011,0.8290
48.264,98.5201,0.8355
48.285,98.4390,0.8346
48.305,98.3580,0.8337
48.327,98.2769,0.8328
48.347,98.1959,0.8319
48.368,98.1149,0.8310
48.388,98.0338,0.8301
48.409,97.9528,0.8292
48.429,97.8717,0.8231
48.450,97.7907,0.8023
48.470,97.7096,0.7824
48.491,97.6286,0.7616
48.511,97.5476,0.7418
48.533,97.4665,0.7199
48.553,97.3855,0.7001
48.574,97.3044,0.6793
48.594,97.2234,0.6608
48.615,97.1423,0.6840
48.635,97.0613,0.7061
48.656,96.9803,0.7293
48.676,96.8992,0.7514
48.696,96.8182,0.7735
48.717,96.7371,0.7967
48.737,96.6561,0.8189
48.759,96.5751,0.8432
48.779,96.4940,0.8430
48.800,96.4130,0.8410
48.820,96.3319,0.8391
48.841,96.2509,0.8372
48.861,96.1698,0.8353
48.882,96.0888,0.8334
48.902,96.0078,0.8315
48.923,95.9267,0.8296
48.943,95.8457,0.8363
48.965,95.7646,0.8543
48.985,95.6836,0.8706
49.006,95.6026,0.8878
49.026,95.5215,0.9042
49.047,95.4405,0.9213
49.067,95.3594,0.9377
49.088,95.2784,0.9549
49.108,95.1973,0.9567
49.129,95.1163,0.9422
49.149,95.0353,0.9283
49.170,94.9542,0.9137
49.191,94.8732,0.8992
49.212,94.7921,0.8846
49.232,94.7111,0.8707
49.253,94.6300,0.8562
49.273,94.5490,0.8437
49.293,94.4680,0.8336
49.314,94.3869,0.8230
49.334,94.3059,0.8129
49.355,94.2248,0.8022
49.375,94.1438,0.7921
49.397,94.0628,0.7809
49.417,93.9817,0.7708
49.438,93.9007,0.7623
49.458,93.8196,0.7743
49.479,93.7386,0.7869
49.499,93.6575,0.7989
49.520,93.5765,0.8115
49.540,93.4955,0.8235
49.561,93.4144,0.8361
49.581,93.3334,0.8481
49.602,93.2523,0.8607
49.623,93.1713,0.8554
49.644,93.0903,0.8499
49.664,93.0092,0.8446
49.685,92.9282,0.8392
49.705,92.8471,0.8339
49.726,92.7661,0.8284
49.746,92.6850,0.8232
49.767,92.6040,0.8177
49.787,92.5230,0.8215
49.808,92.4419,0.8275
49.829,92.3609,0.8334
49.850,92.2798,0.8394
49.870,92.1988,0.8450
49.890,92.1177,0.8507
49.911,92.0367,0.8566
49.931,91.9557,0.8623
49.952,91.8746,0.8645
49.972,91.7936,0.8631
49.993,91.7125,0.8616
50.013,91.6315,0.8602
50.034,91.5504,0.8587
50.055,91.4694,0.8572
50.076,91.3884,0.8558
50.096,91.3073,0.8543
50.117,91.2263,0.8501
50.137,91.1452,0.8422
50.158,91.0642,0.8339
50.178,90.9832,0.8260
50.199,90.9021,0.8177
50.219,90.8211,0.8098
50.240,90.7400,0.8015
50.261,90.6590,0.7932
50.282,90.5779,0.7921
50.302,90.4969,0.8060
50.323,90.4159,0.8206
50.343,90.3348,0.8344
50.364,90.2538,0.8490
50.384,90.1727,0.8629
50.405,90.0917,0.8774
50.425,90.0107,0.8913
50.445,89.9296,0.9046
50.466,89.8486,0.8995
50.487,89.7675,0.8944
50.508,89.6865,0.8892
50.528,89.6054,0.8844
50.549,89.5244,0.8792
50.569,89.4434,0.8743
50.590,89.3623,0.8692
50.610,89.2813,0.8643
50.631,89.2002,0.8615
50.651,89.1192,0.8591
50.672,89.0382,0.8565
50.693,88.9571,0.8540
50.714,88.8761,0.8514
50.734,88.7950,0.8490
50.755,88.7140,0.8465
50.775,88.6329,0.8440
50.796,88.5519,0.8423
50.816,88.4709,0.8411
50.837,88.3898,0.8398
50.857,88.3088,0.8386
50.878,88.2277,0.8373
50.898,88.1467,0.8361
50.920,88.0656,0.8347
50.940,87.9846,0.8335
50.961,87.9036,0.8275
50.981,87.8225,0.8189
51.002,87.7415,0.8098
51.022,87.6604,0.8012
51.042,87.5794,0.7925
51.063,87.4983,0.7835
51.083,87.4173,0.7748
51.104,87.3363,0.7658
51.125,87.2552,0.7583
51.146,87.1742,0.7541
51.166,87.0931,0.7501
51.187,87.0121,0.7458
51.207,86.9311,0.7418
51.228,86.8500,0.7376
51.248,86.7690,0.7336
51.269,86.6879,0.7293
51.289,86.6069,0.7292
51.310,86.5258,0.7484
51.330,86.4448,0.7667
51.352,86.3638,0.7869
51.372,86.2827,0.8052
51.393,86.2017,0.8244
51.413,86.1206,0.8427
51.434,86.0396,0.8620
51.454,85.9586,0.8796
51.475,85.8775,0.8675
51.495,85.7965,0.8560
51.516,85.7154,0.8439
51.536,85.6344,0.8324
51.558,85.5533,0.8197
51.578,85.4723,0.8082
51.599,85.3913,0.7961
51.619,85.3102,0.7846
51.639,85.2292,0.7868
51.660,85.1481,0.7911
51.680,85.0671,0.7953
51.701,84.9860,0.7996
51.721,84.9050,0.8037
51.742,84.8240,0.8081
51.762,84.7429,0.8122
51.784,84.6619,0.8168
51.804,84.5808,0.8225
51.825,84.4998,0.8295
51.845,84.4188,0.8361
51.866,84.3377,0.8430
51.886,84.2567,0.8497
51.907,84.1756,0.8566
51.927,84.0946,0.8633
51.948,84.0135,0.8702
51.968,83.9325,0.8727
51.990,83.8515,0.8695
52.010,83.7704,0.8665
52.031,83.6894,0.8635
52.051,83.6083,0.8605
52.072,83.5273,0.8574
52.092,83.4462,0.8545
52.113,83.3652,0.8514
52.133,83.2842,0.8490
52.154,83.2031,0.8486
52.174,83.1221,0.8483
52.194,83.0410,0.8479
52.216,82.9600,0.8475
52.236,82.8790,0.8472
52.257,82.7979,0.8468
52.277,82.7169,0.8465
52.298,82.6358,0.8449
52.318,82.5548,0.8368
52.339,82.4737,0.8283
52.359,82.3927,0.8202
52.380,82.3117,0.8116
52.400,82.2306,0.8035
52.422,82.1496,0.7946
52.442,82.0685,0.7864
52.463,81.9875,0.7779
52.483,81.9065,0.7837
52.504,81.8254,0.7911
52.524,81.7444,0.7980
52.545,81.6633,0.8054
52.565,81.5823,0.8123
52.586,81.5012,0.8197
52.606,81.4202,0.8266
52.627,81.3392,0.8339
52.648,81.2581,0.8358
52.669,81.1771,0.8356
52.689,81.0960,0.8354
52.710,81.0150,0.8352
52.730,80.9339,0.8350
52.751,80.8529,0.8349
52.771,80.7719,0.8347
52.791,80.6908,0.8345
52.812,80.6098,0.8359
52.832,80.5287,0.8385
52.854,80.4477,0.8414
52.874,80.3667,0.8440
52.895,80.2856,0.8468
52.915,80.2046,0.8494
52.936,80.1235,0.8521
52.956,80.0425,0.8548
52.977,79.9614,0.8552
52.997,79.8804,0.8522
53.018,79.7994,0.8491
53.038,79.7183,0.8462
53.059,79.6373,0.8431
53.080,79.5562,0.8400
53.101,79.4752,0.8369
53.121,79.3942,0.8339
53.142,79.3131,0.8333
53.162,79.2321,0.8410
53.183,79.1510,0.8490
53.203,79.0700,0.8567
53.224,78.9889,0.8648
53.244,78.9079,0.8724
53.265,78.8269,0.8805
53.286,78.7458,0.8885
53.307,78.6648,0.8959
53.327,78.5837,0.8956
53.348,78.5027,0.8952
53.368,78.4216,0.8949
53.388,78.3406,0.8945
53.409,78.2596,0.8942
53.429,78.1785,0.8938
53.450,78.0975,0.8934
53.470,78.0164,0.8931
53.491,77.9354,0.8763
53.512,77.8544,0.8568
53.533,77.7733,0.8373
53.553,77.6923,0.8188
53.574,77.6112,0.7993
53.594,77.5302,0.7807
53.615,77.4491,0.7612
53.635,77.3681,0.7427
53.656,77.2871,0.7436
53.676,77.2060,0.7540
53.697,77.1250,0.7650
53.718,77.0439,0.7760
53.739,76.9629,0.7869
53.759,76.8818,0.7974
53.780,76.8008,0.8083
53.800,76.7198,0.8188
53.821,76.6387,0.8304
53.841,76.5577,0.8420
53.862,76.4766,0.8542
53.882,76.3956,0.8658
53.903,76.3146,0.8780
53.923,76.2335,0.8896
53.944,76.1525,0.9019
53.965,76.0714,0.9141
53.985,75.9904,0.9193
54.006,75.9093,0.9084
54.026,75.8283,0.8979
54.047,75.7473,0.8869
54.067,75.6662,0.8764
54.088,75.5852,0.8655
54.108,75.5041,0.8550
54.129,75.4231,0.8440
54.150,75.3421,0.8326
54.171,75.2610,0.8180
54.191,75.1800,0.8042
54.212,75.0989,0.7896
54.232,75.0179,0.7757
54.253,74.9368,0.7612
54.273,74.8558,0.7473
54.294,74.7748,0.7327
54.314,74.6937,0.7189
54.335,74.6127,0.7366
54.355,74.5316,0.7540
54.377,74.4506,0.7730
54.397,74.3695,0.7904
54.418,74.2885,0.8086
54.438,74.2075,0.8259
54.459,74.1264,0.8441
54.479,74.0454,0.8615
54.500,73.9643,0.8558
54.520,73.8833,0.8445
54.540,73.8022,0.8332
54.561,73.7212,0.8214
54.582,73.6402,0.8095
54.603,73.5591,0.7977
54.623,73.4781,0.7864
54.644,73.3970,0.7746
54.664,73.3160,0.7676
54.685,73.2350,0.7634
54.705,73.1539,0.7594
54.726,73.0729,0.7552
54.746,72.9918,0.7512
54.767,72.9108,0.7469
54.787,72.8297,0.7429
54.809,72.7487,0.7385
54.829,72.6677,0.7372
54.850,72.5866,0.7394
54.870,72.5056,0.7414
54.891,72.4245,0.7436
54.911,72.3435,0.7457
54.932,72.2625,0.7479
54.952,72.1814,0.7500
54.973,72.1004,0.7521
54.993,72.0193,0.7532
55.015,71.9383,0.7494
55.035,71.8572,0.7459
55.056,71.7762,0.7422
55.076,71.6952,0.7387
55.096,71.6141,0.7352
55.117,71.5331,0.7316
55.137,71.4520,0.7281
55.158,71.3710,0.7252
55.178,71.2900,0.7429
55.199,71.2089,0.7616
55.219,71.1279,0.7793
55.241,71.0468,0.7988
55.261,70.9658,0.8166
55.282,70.8847,0.8352
55.302,70.8037,0.8530
55.323,70.7227,0.8716
55.343,70.6416,0.8630
55.364,70.5606,0.8525
55.384,70.4795,0.8425
55.405,70.3985,0.8320
55.425,70.3174,0.8220
55.447,70.2364,0.8110
55.467,70.1554,0.8010
55.488,70.0743,0.7905
55.508,69.9933,0.7861
55.529,69.9122,0.7839
55.549,69.8312,0.7818
55.570,69.7502,0.7796
55.590,69.6691,0.7775
55.611,69.5881,0.7753
55.631,69.5070,0.7732
55.652,69.4260,0.7709
55.673,69.3449,0.7786
55.693,69.2639,0.7935
55.714,69.1829,0.8091
55.734,69.1018,0.8240
55.755,69.0208,0.8396
55.775,68.9397,0.8545
55.796,68.8587,0.8701
55.816,68.7776,0.8849
55.837,68.6966,0.8906
55.857,68.6156,0.8811
55.879,68.5345,0.8707
55.899,68.4535,0.8612
55.920,68.3724,0.8512
55.940,68.2914,0.8417
55.961,68.2104,0.8317
55.981,68.1293,0.8222
56.002,68.0483,0.8133
56.022,67.9672,0.8098
56.043,67.8862,0.8061
56.063,67.8051,0.8026
56.084,67.7241,0.7989
56.105,67.6431,0.7953
56.126,67.5620,0.7916
56.146,67.4810,0.7881
56.167,67.3999,0.7853
56.187,67.3189,0.7974
56.208,67.2378,0.8101
56.228,67.1568,0.8222
56.248,67.0758,0.8343
56.269,66.9947,0.8470
56.289,66.9137,0.8591
56.311,66.8326,0.8724
56.331,66.7516,0.8845
56.352,66.6706,0.8787
56.372,66.5895,0.8685
56.393,66.5085,0.8578
56.413,66.4274,0.8476
56.434,66.3464,0.8369
56.454,66.2653,0.8267
56.475,66.1843,0.8159
56.495,66.1033,0.8057
56.516,66.0222,0.8135
56.537,65.9412,0.8302
56.558,65.8601,0.8470
56.578,65.7791,0.8630
56.599,65.6981,0.8798
56.619,65.6170,0.8958
56.640,65.5360,0.9125
56.660,65.4549,0.9285
56.681,65.3739,0.9313
56.701,65.2928,0.9147
56.722,65.2118,0.8973
56.743,65.1308,0.8798
56.764,65.0497,0.8623
56.784,64.9687,0.8457
56.805,64.8876,0.8282
56.825,64.8066,0.8116
56.845,64.7256,0.8004
56.866,64.6445,0.8052
56.886,64.5635,0.8098
56.907,64.4824,0.8146
56.927,64.4014,0.8191
56.948,64.3203,0.8239
56.969,64.2393,0.8287
56.990,64.1583,0.8335
57.010,64.0772,0.8390
57.031,63.9962,0.8503
57.051,63.9151,0.8610
57.072,63.8341,0.8722
57.092,63.7530,0.8830
57.113,63.6720,0.8942
57.133,63.5910,0.9049
57.154,63.5099,0.9162
57.175,63.4289,0.9275
57.196,63.3478,0.9291
57.216,63.2668,0.9299
57.237,63.1857,0.9309
57.257,63.1047,0.9317
57.278,63.0237,0.9326
57.298,62.9426,0.9335
57.319,62.8616,0.9344
57.339,62.7805,0.9353
57.360,62.6995,0.9495
57.380,62.6185,0.9668
57.402,62.5374,0.9858
57.422,62.4564,1.0031
57.442,62.3753,1.0203
57.463,62.2943,1.0385
57.483,62.2132,1.0558
57.504,62.1322,1.0739
57.524,62.0512,1.0804
57.545,61.9701,1.0771
57.565,61.8891,1.0739
57.586,61.8080,1.0706
57.607,61.7270,1.0674
57.628,61.6459,1.0641
57.648,61.5649,1.0609
57.669,61.4839,1.0576
57.689,61.4028,1.0581
57.710,61.3218,1.0649
57.730,61.2407,1.0713
57.751,61.1597,1.0780
57.771,61.0787,1.0844
57.792,60.9976,1.0912
57.812,60.9166,1.0976
57.834,60.8355,1.1047
57.854,60.7545,1.1138
57.875,60.6734,1.1362
57.895,60.5924,1.1575
57.916,60.5114,1.1798
57.936,60.4303,1.2011
57.957,60.3493,1.2235
57.977,60.2682,1.2448
57.997,60.1872,1.2661
58.018,60.1062,1.2884
58.039,60.0251,1.2798
58.060,59.9441,1.2709
58.080,59.8630,1.2624
58.101,59.7820,1.2535
58.121,59.7009,1.2450
58.142,59.6199,1.2361
58.162,59.5389,1.2276
58.183,59.4578,1.2187
58.203,59.3768,1.2471
58.224,59.2957,1.2877
58.244,59.2147,1.3264
58.266,59.1336,1.3690
58.286,59.0526,1.4077
58.307,58.9716,1.4484
58.327,58.8905,1.4871
58.348,58.8095,1.5277
58.368,58.7284,1.5289
58.389,58.6474,1.5103
58.409,58.5664,1.4926
58.430,58.4853,1.4740
58.450,58.4043,1.4563
58.472,58.3232,1.4368
58.492,58.2422,1.4191
58.513,58.1611,1.4005
58.533,58.0801,1.3968
58.554,57.9991,1.4045
58.574,57.9180,1.4119
58.594,57.8370,1.4193
58.615,57.7559,1.4271
58.635,57.6749,1.4345
58.656,57.5938,1.4422
58.676,57.5128,1.4496
58.698,57.4318,1.4637
58.718,57.3507,1.4922
58.739,57.2697,1.5221
58.759,57.1886,1.5506
58.780,57.1076,1.5806
58.800,57.0266,1.6091
58.821,56.9455,1.6390
58.841,56.8645,1.6675
58.862,56.7834,1.6907
58.882,56.7024,1.6759
58.904,56.6213,1.6595
58.924,56.5403,1.6446
58.945,56.4593,1.6290
58.965,56.3782,1.6142
58.986,56.2972,1.5985
59.006,56.2161,1.5837
59.027,56.1351,1.5681
59.047,56.0541,1.5854
59.068,55.9730,1.6061
59.088,55.8920,1.6259
59.109,55.8109,1.6466
59.130,55.7299,1.6673
59.151,55.6488,1.6880
59.171,55.5678,1.7078
59.191,55.4868,1.7275
59.212,55.4057,1.7288
59.232,55.3247,1.7215
59.253,55.2436,1.7138
59.273,55.1626,1.7064
59.294,55.0815,1.6987
59.314,55.0005,1.6914
59.336,54.9195,1.6833
59.356,54.8384,1.6760
59.377,54.7574,1.6806
59.397,54.6763,1.6945
59.418,54.5953,1.7091
59.438,54.5143,1.7230
59.459,54.4332,1.7376
59.479,54.3522,1.7515
59.500,54.2711,1.7661
59.520,54.1901,1.7801
59.541,54.1090,1.7911
59.562,54.0280,1.7974
59.583,53.9470,1.8038
59.603,53.8659,1.8099
59.624,53.7849,1.8162
59.644,53.7038,1.8223
59.665,53.6228,1.8287
59.685,53.5417,1.8347
59.706,53.4607,1.8435
59.726,53.3797,1.8591
59.746,53.2986,1.8746
59.768,53.2176,1.8918
59.788,53.1365,1.9073
59.809,53.0555,1.9237
59.829,52.9745,1.9393
59.850,52.8934,1.9556
59.870,52.8124,1.9712
59.891,52.7313,1.9564
59.911,52.6503,1.9418
59.932,52.5692,1.9265
59.952,52.4882,1.9119
59.973,52.4072,1.8966
59.994,52.3261,1.8813
60.015,52.2451,1.8660
60.035,52.1640,1.8514
60.056,52.0830,1.8632
60.076,52.0019,1.8774
60.097,51.9209,1.8923
60.117,51.8399,1.9066
60.138,51.7588,1.9215
60.158,51.6778,1.9357
60.179,51.5967,1.9506
60.200,51.5157,1.9656
60.221,51.4347,1.9530
60.241,51.3536,1.9301
60.262,51.2726,1.9061
60.282,51.1915,1.8832
60.303,51.1105,1.8592
60.323,51.0294,1.8363
60.343,50.9484,1.8134
60.364,50.8674,1.7894
60.384,50.7863,1.7935
60.405,50.7053,1.8339
60.426,50.6242,1.8744
60.447,50.5432,1.9148
60.467,50.4622,1.9534
60.488,50.3811,1.9938
60.508,50.3001,2.0323
60.529,50.2190,2.0728
60.549,50.1380,2.0920
60.570,50.0569,2.0694
60.590,49.9759,2.0478
60.611,49.8949,2.0252
60.632,49.8138,2.0026
60.653,49.7328,1.9800
60.673,49.6517,1.9585
60.694,49.5707,1.9359
60.714,49.4896,1.9183
60.735,49.4086,1.9165
60.755,49.3276,1.9148
60.776,49.2465,1.9130
60.796,49.1655,1.9113
60.817,49.0844,1.9095
60.837,49.0034,1.9078
60.859,48.9224,1.9059
60.879,48.8413,1.9042
60.900,48.7603,1.9091
60.920,48.6792,1.9144
60.940,48.5982,1.9196
60.961,48.5171,1.9251
60.981,48.4361,1.9303
61.002,48.3551,1.9358
61.022,48.2740,1.9410
61.043,48.1930,1.9465
61.064,48.1119,1.9437
61.085,48.0309,1.9378
61.105,47.9499,1.9322
61.126,47.8688,1.9263
61.146,47.7878,1.9206
61.167,47.7067,1.9147
61.187,47.6257,1.9091
61.208,47.5987,1.9032
61.228,47.6797,1.8949
61.249,47.7608,1.8845
61.269,47.8418,1.8746
61.291,47.9228,1.8638
61.311,48.0039,1.8539
61.332,48.0849,1.8435
61.352,48.1660,1.8336
61.373,48.2470,1.8232
61.393,48.3280,1.8251
61.414,48.4091,1.8435
61.434,48.4901,1.8610
61.455,48.5171,1.8793
61.475,48.4361,1.8968
61.496,48.3551,1.9152
61.517,48.2740,1.9335
61.537,48.1930,1.9510
61.558,48.1119,1.9640
61.578,48.0309,1.9416
61.599,47.9499,1.9181
61.619,47.8688,1.8957
61.640,47.7878,1.8722
61.660,47.7067,1.8498
61.681,47.6257,1.8263
61.701,47.5446,1.8039
61.723,47.4636,1.7826
61.743,47.3826,1.8042
61.764,47.3015,1.8270
61.784,47.2205,1.8486
61.805,47.1394,1.8714
61.825,47.0584,1.8930
61.846,46.9773,1.9158
61.866,46.8963,1.9374
61.887,46.8153,1.9602
61.907,46.7342,1.9498
61.929,46.6532,1.9340
61.949,46.5721,1.9196
61.970,46.4911,1.9044
61.990,46.4101,1.8900
62.011,46.3290,1.8749
62.031,46.2480,1.8604
62.052,46.1669,1.8453
62.072,46.0859,1.8418
62.092,46.0048,1.8428
62.113,45.9238,1.8439
62.133,45.8428,1.8449
62.155,45.7617,1.8461
62.175,45.6807,1.8471
62.196,45.5996,1.8482
62.216,45.5186,1.8493
62.237,45.4375,1.8516
62.257,45.3565,1.8551
62.278,45.2755,1.8588
62.298,45.1944,1.8623
62.319,45.1134,1.8659
62.339,45.0323,1.8694
62.361,44.9513,1.8732
62.381,44.8703,1.8767
62.402,44.7892,1.8777
62.422,44.7082,1.8737
62.443,44.6271,1.8695
62.463,44.5461,1.8654
62.484,44.4650,1.8612
62.504,44.3840,1.8572
62.525,44.3030,1.8530
62.545,44.2219,1.8489
62.566,44.1409,1.8457
62.587,44.0598,1.8471
62.608,43.9788,1.8486
62.628,43.8978,1.8500
62.648,43.9788,1.8514
62.669,44.0598,1.8528
62.689,44.1409,1.8542
62.710,44.2219,1.8557
62.730,44.3030,1.8570
62.751,44.3840,1.8595
62.771,44.4650,1.8620
62.793,44.5461,1.8647
62.813,44.6271,1.8672
62.834,44.7082,1.8698
62.854,44.7892,1.8722
62.875,44.8703,1.8748
62.895,44.9513,1.8773
62.916,45.0323,1.8864
62.936,45.1134,1.8963
62.957,45.1944,1.9066
62.977,45.2755,1.9165
62.998,45.3565,1.9268
63.019,45.4375,1.9372
63.040,45.5186,1.9475
63.060,45.4375,1.9574
63.081,45.3565,1.9593
63.101,45.2755,1.9565
63.122,45.1944,1.9536
63.142,45.1134,1.9508
63.163,45.0323,1.9478
63.183,44.9513,1.9450
63.204,44.8703,1.9421
63.225,44.7892,1.9391
63.245,44.7082,1.9304
63.266,44.6271,1.9147
