time,x,voltage
0.048167467,0.027,1.241758242
0.048168898,0.027,1.416117216
0.048169374,0.027,1.553113553
0.04817009,0.027,1.72014652
0.048170328,0.027,1.758974359
0.048170805,0.027,1.794871795
0.049292564,0.027,1.642490842
0.049294949,0.027,1.538461538
0.049296141,0.027,1.383150183
0.049304724,0.027,1.241025641
0.049306154,0.027,1.185347985
0.049307108,0.027,1.211721612
0.049353361,0.027,1.302564103
0.049354315,0.027,1.452747253
0.049354792,0.027,1.649084249
0.049355268,0.027,1.768498168
0.049355507,0.027,1.808058608
0.049358606,0.027,1.746520147
0.050476551,0.027,1.625641026
0.05047822,0.027,1.467399267
0.050478935,0.027,1.301098901
0.050479412,0.027,1.213186813
0.05047965,0.027,1.176556777
0.051590443,0.027,1.220512821
0.051591873,0.027,1.383882784
0.051592588,0.027,1.558241758
0.051593065,0.027,1.695970696
0.051593542,0.027,1.780952381
0.051594019,0.027,1.796336996
0.052703619,0.027,1.686446886
0.052705288,0.027,1.549450549
0.052705526,0.027,1.393406593
0.052706003,0.027,1.257142857
0.05270648,0.027,1.166300366
0.052706957,0.027,1.207326007
0.053815842,0.027,1.2996337
0.053817511,0.027,1.464468864
0.053817987,0.027,1.621245421
0.053818703,0.027,1.756043956
0.05381918,0.027,1.805860806
0.053819418,0.027,1.717948718
0.054927349,0.027,1.652747253
0.054928541,0.027,1.475457875
0.054929256,0.027,1.336996337
0.054929733,0.027,1.217582418
0.05493021,0.027,1.205860806
0.054930687,0.027,1.241758242
0.056143761,0.027,1.340659341
0.056146383,0.027,1.527472527
0.05614686,0.027,1.686446886
0.056147337,0.027,1.785347985
0.056148052,0.027,1.787545788
0.056148291,0.027,1.726739927
0.058729172,0.027,1.568498168
0.058731556,0.027,1.427106227
0.058733225,0.027,1.268131868
0.058734655,0.027,1.200732601
0.058736086,0.027,1.185347985
0.058842421,0.027,1.284249084
0.058846474,0.027,1.437362637
0.058847904,0.027,1.603663004
0.058849335,0.027,1.732600733
0.05885005,0.027,1.805128205
0.058850765,0.027,1.761172161
0.05885148,0.027,1.67032967
0.058852434,0.027,1.514285714
0.05885911,0.027,1.364102564
0.058859825,0.027,1.238827839
0.05886054,0.027,1.158974359
0.058861017,0.027,1.201465201
0.060529232,0.027,1.326007326
0.060530663,0.027,1.512087912
0.060531139,0.027,1.665201465
0.060531855,0.027,1.775824176
0.06053257,0.027,1.776556777
0.060533047,0.027,1.736263736
0.060533524,0.027,1.611721612
0.060534239,0.027,1.451282051
0.060534477,0.027,1.287912088
0.060534954,0.027,1.205860806
0.060535431,0.027,1.164835165
0.061707497,0.027,1.251282051
0.061710119,0.027,1.398534799
0.061711073,0.027,1.582417582
0.061712742,0.027,1.726007326
0.061713934,0.027,1.831501832
0.061715364,0.027,1.770695971
0.062885284,0.027,1.690842491
0.062888145,0.027,1.540659341
0.062889576,0.027,1.378021978
0.06289053,0.027,1.24029304
0.062891722,0.027,1.178021978
0.062892437,0.027,1.192673993
0.064145565,0.027,1.315750916
0.064148188,0.027,1.473260073
0.064148903,0.027,1.664468864
0.064149857,0.027,1.76996337
0.06415081,0.027,1.782417582
0.064151764,0.027,1.754578755
0.065313578,0.027,1.620512821
0.065315723,0.027,1.47032967
0.065316916,0.027,1.317216117
0.065317631,0.027,1.203663004
0.065318584,0.027,1.152380952
0.0653193,0.027,1.256410256
0.065364361,0.027,1.371428571
0.065365314,0.027,1.565567766
0.065365791,0.027,1.7003663
0.065366507,0.027,1.777289377
0.065366983,0.027,1.794871795
0.06649375,0.027,1.695970696
0.06649518,0.027,1.556776557
0.066495657,0.027,1.397802198
0.066496134,0.027,1.256410256
0.066496849,0.027,1.188278388
0.066497326,0.027,1.2
0.067610025,0.027,1.287179487
0.067611694,0.027,1.44981685
0.067612171,0.027,1.627106227
0.067612648,0.027,1.756043956
0.067613125,0.027,1.796336996
0.067613602,0.027,1.76996337
0.068726778,0.027,1.641025641
0.06872797,0.027,1.493040293
0.068728685,0.027,1.32014652
0.068729162,0.027,1.216849817
0.068729401,0.027,1.15018315
0.068729877,0.027,1.227838828
0.069885969,0.027,1.366300366
0.069887638,0.027,1.518681319
0.069888353,0.027,1.682051282
0.069888592,0.027,1.793406593
0.069889307,0.027,1.807326007
0.069889545,0.027,1.718681319
0.071025848,0.027,1.586813187
0.071027517,0.027,1.430769231
0.071027994,0.027,1.30989011
0.071028471,0.027,1.164102564
0.071028709,0.027,1.183882784
0.072240591,0.027,1.267399267
0.072264433,0.027,1.419047619
0.072268009,0.027,1.599267399
0.072271109,0.027,1.732600733
0.072273254,0.027,1.798534799
0.072282314,0.027,1.757509158
0.073504448,0.027,1.682783883
0.073506832,0.027,1.512820513
0.073507309,0.027,1.351648352
0.073508024,0.027,1.232234432
0.073508501,0.027,1.182417582
0.073509216,0.027,1.208058608
0.073509693,0.027,1.336263736
0.07351017,0.027,1.496703297
0.073510647,0.027,1.671062271
0.073511362,0.027,1.774358974
0.073511839,0.027,1.775824176
0.073512554,0.027,1.742124542
0.074634552,0.027,1.61025641
0.074635983,0.027,1.452747253
0.074636698,0.027,1.289377289
0.074637413,0.027,1.164102564
0.07463789,0.027,1.186813187
0.07575655,0.027,1.265934066
0.075758219,0.027,1.392673993
0.075759172,0.027,1.546520147
0.075759411,0.027,1.706227106
0.075759888,0.027,1.777289377
0.075760365,0.027,1.787545788
0.076878786,0.027,1.686446886
0.076880455,0.027,1.539194139
0.076880932,0.027,1.381684982
0.076881409,0.027,1.268131868
0.076881886,0.027,1.174358974
0.076882362,0.027,1.212454212
0.078001738,0.027,1.315750916
0.078003168,0.027,1.471794872
0.078003645,0.027,1.638827839
0.078004122,0.027,1.727472527
0.078004837,0.027,1.791208791
0.078005552,0.027,1.764102564
0.079123974,0.027,1.623443223
0.07912612,0.027,1.480586081
0.079126596,0.027,1.322344322
0.079127073,0.027,1.230769231
0.07912755,0.027,1.164102564
0.079128027,0.027,1.236630037
0.08024478,0.027,1.379487179
0.080246687,0.027,1.541391941
0.080247402,0.027,1.681318681
0.080247879,0.027,1.772161172
0.080248356,0.027,1.788278388
0.081359863,0.027,1.720879121
0.081361294,0.027,1.572893773
0.081362247,0.027,1.406593407
0.081362724,0.027,1.233699634
0.081363201,0.027,1.169230769
0.08136344,0.027,1.216117216
0.081369638,0.027,1.303296703
0.081370115,0.027,1.453479853
0.081370592,0.027,1.620512821
0.081370831,0.027,1.757509158
0.081371307,0.027,1.777289377
0.081371546,0.027,1.775824176
0.082482338,0.027,1.656410256
0.082483768,0.027,1.495970696
0.082484484,0.027,1.33992674
0.082484722,0.027,1.131868132
0.082489252,0.027,1.153113553
0.082490206,0.027,1.216849817
0.083597898,0.027,1.417582418
0.083598852,0.027,1.526739927
0.083599329,0.027,1.718681319
0.083599806,0.027,1.778021978
0.083600283,0.027,1.798534799
0.084707737,0.027,1.738461538
0.084709167,0.027,1.594139194
0.084709644,0.027,1.422710623
0.084710121,0.027,1.276190476
0.084710598,0.027,1.179487179
0.084710836,0.027,1.176556777
0.085816622,0.027,1.274725275
0.085817814,0.027,1.414652015
0.085818291,0.027,1.597802198
0.085818529,0.027,1.720879121
0.085819244,0.027,1.794139194
0.085819721,0.027,1.781684982
0.086924791,0.027,1.682051282
0.086925983,0.027,1.534065934
0.086926699,0.027,1.251282051
0.086926937,0.027,1.213186813
0.086927414,0.027,1.164835165
0.086927891,0.027,1.21978022
0.090516806,0.027,1.338461538
0.09052062,0.027,1.493772894
0.090522289,0.027,1.668864469
0.09052372,0.027,1.774358974
0.090524673,0.027,1.787545788
0.090525627,0.027,1.756776557
0.090718031,0.027,1.617582418
0.090720177,0.027,1.454945055
0.090721607,0.027,1.297435897
0.090722561,0.027,1.2
0.090723753,0.027,1.175824176
0.090724945,0.027,1.246153846
0.09072566,0.027,1.398534799
0.090726376,0.027,1.554578755
0.090726852,0.027,1.689377289
0.090727568,0.027,1.79047619
0.090728521,0.027,1.782417582
0.090729237,0.027,1.687179487
0.090729952,0.027,1.546520147
0.090730667,0.027,1.363369963
0.090731144,0.027,1.223443223
0.090732098,0.027,1.134065934
0.090732574,0.027,1.202930403
0.091912508,0.027,1.317216117
0.091914654,0.027,1.482051282
0.091915607,0.027,1.619047619
0.091916323,0.027,1.752380952
0.091917276,0.027,1.816117216
0.09191823,0.027,1.748717949
0.093113184,0.027,1.636630037
0.093117952,0.027,1.479120879
0.093118906,0.027,1.324542125
0.093120337,0.027,1.208058608
0.093121529,0.027,1.18021978
0.093122482,0.027,1.245421245
0.094287872,0.027,1.38021978
0.094297886,0.027,1.542857143
0.094300747,0.027,1.67985348
0.094302893,0.027,1.785347985
0.094305277,0.027,1.798534799
0.094389677,0.027,1.72014652
0.094391346,0.027,1.575824176
0.094392061,0.027,1.407326007
0.094393015,0.027,1.244688645
0.09439373,0.027,1.184615385
0.094394684,0.027,1.19047619
0.095561743,0.027,1.301098901
0.09556365,0.027,1.426373626
0.095564842,0.027,1.579487179
0.095565557,0.027,1.734798535
0.09556675,0.027,1.794871795
0.095567703,0.027,1.764102564
0.096733093,0.027,1.667399267
0.096734762,0.027,1.495970696
0.096735239,0.027,1.342124542
0.096735716,0.027,1.221245421
0.096736431,0.027,1.172893773
0.096736908,0.027,1.222710623
0.097867727,0.027,1.358241758
0.097869396,0.027,1.507692308
0.097870111,0.027,1.665201465
0.097870827,0.027,1.779487179
0.097871304,0.027,1.789010989
0.09787178,0.027,1.733333333
0.098982573,0.027,1.588278388
0.098984003,0.027,1.433699634
0.098984718,0.027,1.260805861
0.098985195,0.027,1.192673993
0.098985672,0.027,1.192673993
0.100093365,0.027,1.267399267
0.100095034,0.027,1.410989011
0.100095749,0.027,1.61978022
0.100096464,0.027,1.731135531
0.100096941,0.027,1.797802198
0.100097418,0.027,1.79047619
0.101271391,0.027,1.688644689
0.101272821,0.027,1.548717949
0.101273537,0.027,1.350915751
0.101274014,0.027,1.222710623
0.101274252,0.027,1.167765568
0.101274967,0.027,1.219047619
0.101275444,0.027,1.326739927
0.101282358,0.027,1.496703297
0.101282835,0.027,1.704029304
0.101349592,0.027,1.761172161
0.101350307,0.027,1.801465201
0.101351023,0.027,1.747985348
0.102477551,0.027,1.612454212
0.102479458,0.027,1.454212454
0.102479935,0.027,1.287912088
0.102480412,0.027,1.208058608
0.102480888,0.027,1.176556777
0.103621483,0.027,1.263003663
0.103623867,0.027,1.407326007
0.103625059,0.027,1.567765568
0.103625774,0.027,1.704029304
0.10362649,0.027,1.787545788
0.103627205,0.027,1.784615385
0.104752779,0.027,1.697435897
0.104754448,0.027,1.557509158
0.104755163,0.027,1.433699634
0.104761124,0.027,1.249084249
0.104761839,0.027,1.173626374
0.104762316,0.027,1.206593407
0.105876446,0.027,1.33040293
0.105878592,0.027,1.472527473
0.105879068,0.027,1.632234432
0.105879545,0.027,1.753113553
0.105880022,0.027,1.810989011
0.105880499,0.027,1.767032967
0.107002258,0.027,1.646886447
0.107003927,0.027,1.47985348
0.107004404,0.027,1.296703297
0.107004881,0.027,1.199267399
0.107005358,0.027,1.16996337
0.107005835,0.027,1.23956044
0.108119965,0.027,1.386813187
0.108121872,0.027,1.547985348
0.108122349,0.027,1.683516484
0.108122826,0.027,1.780952381
0.108123302,0.027,1.804395604
0.109235525,0.027,1.715018315
0.109236956,0.027,1.574358974
0.109237671,0.027,1.378754579
0.109238148,0.027,1.258608059
0.109238863,0.027,1.187545788
0.10923934,0.027,1.181684982
0.109239817,0.027,1.296703297
0.109240294,0.027,1.401465201
0.10924077,0.027,1.619047619
0.109241247,0.027,1.739194139
0.109241962,0.027,1.8
0.109242439,0.027,1.773626374
0.110351324,0.027,1.672527473
0.110352993,0.027,1.483516484
0.11035347,0.027,1.331868132
0.110353947,0.027,1.245421245
0.110354424,0.027,1.180952381
0.110354662,0.027,1.224908425
0.111476183,0.027,1.370695971
0.111477852,0.027,1.493040293
0.111478329,0.027,1.666666667
0.111478806,0.027,1.768498168
0.11148572,0.027,1.805860806
0.112600803,0.027,1.727472527
0.112602711,0.027,1.602930403
0.112603188,0.027,1.396336996
0.112603664,0.027,1.285714286
0.112604141,0.027,1.183882784
0.112604618,0.027,1.182417582
0.113718271,0.027,1.284981685
0.11371994,0.027,1.443223443
0.113720894,0.027,1.578754579
0.113721371,0.027,1.726007326
0.113721848,0.027,1.796336996
0.113722324,0.027,1.774358974
0.114832163,0.027,1.696703297
0.114833832,0.027,1.523809524
0.114834785,0.027,1.35018315
0.114841223,0.027,1.225641026
0.114841938,0.027,1.183150183
0.114842415,0.027,1.217582418
0.115950823,0.027,1.331868132
0.115952492,0.027,1.488644689
0.115952969,0.027,1.642490842
0.115958452,0.027,1.763369963
0.115958929,0.027,1.799267399
0.115959644,0.027,1.749450549
0.117070913,0.027,1.624175824
0.117072344,0.027,1.441025641
0.117072821,0.027,1.309157509
0.117073298,0.027,1.213186813
0.117073774,0.027,1.185347985
0.118186235,0.027,1.254945055
0.118187666,0.027,1.397802198
0.118188381,0.027,1.545054945
0.118188858,0.027,1.701098901
0.118189335,0.027,1.794871795
0.118189812,0.027,1.779487179
0.118227959,0.027,1.702564103
0.118228674,0.027,1.519413919
0.118229151,0.027,1.383882784
0.118229866,0.027,1.243956044
0.118230343,0.027,1.183150183
0.11823082,0.027,1.226373626
0.121521711,0.027,1.315750916
0.121523142,0.027,1.460805861
0.121524334,0.027,1.627838828
0.121525049,0.027,1.756776557
0.121525764,0.027,1.804395604
0.121526718,0.027,1.765567766
0.121629477,0.027,1.64981685
0.12163353,0.027,1.464468864
0.121634483,0.027,1.319413919
0.121635914,0.027,1.215384615
0.121636629,0.027,1.188278388
0.121637344,0.027,1.23956044
0.12163806,0.027,1.335531136
0.121638536,0.027,1.518681319
0.12163949,0.027,1.67985348
0.121640205,0.027,1.785347985
0.121640682,0.027,1.793406593
0.123223543,0.027,1.725274725
0.123225451,0.027,1.575824176
0.123226166,0.027,1.404395604
0.123226881,0.027,1.266666667
0.123227596,0.027,1.194139194
0.123228312,0.027,1.196336996
0.124553442,0.027,1.29010989
0.124555588,0.027,1.441758242
0.124556541,0.027,1.605860806
0.124557257,0.027,1.745787546
0.124557972,0.027,1.807326007
0.124558926,0.027,1.76996337
0.124559641,0.027,1.674725275
0.124560595,0.027,1.496703297
0.124562025,0.027,1.366300366
0.124562979,0.027,1.218315018
0.124563456,0.027,1.179487179
0.124564409,0.027,1.227106227
0.124564886,0.027,1.35970696
0.12575388,0.027,1.488644689
0.125755548,0.027,1.672527473
0.125756264,0.027,1.774358974
0.125756979,0.027,1.794139194
0.126903057,0.027,1.736263736
0.126904964,0.027,1.575091575
0.126912355,0.027,1.427838828
0.126913071,0.027,1.256410256
0.126913548,0.027,1.183150183
0.126914263,0.027,1.192673993
0.128057003,0.027,1.268864469
0.128059149,0.027,1.397802198
0.128059626,0.027,1.577289377
0.128060102,0.027,1.745787546
0.128060579,0.027,1.794139194
0.128061295,0.027,1.78974359
0.129244566,0.027,1.684249084
0.129245996,0.027,1.517948718
0.129246473,0.027,1.351648352
0.12924695,0.027,1.241025641
0.129247427,0.027,1.20952381
0.129247904,0.027,1.205860806
0.129288435,0.027,1.304029304
0.12928915,0.027,1.487912088
0.129289627,0.027,1.646886447
0.129290342,0.027,1.775824176
0.129290819,0.027,1.815384615
0.129291296,0.027,1.768498168
0.130427837,0.027,1.603663004
0.130429506,0.027,1.449084249
0.13043046,0.027,1.307692308
0.130430937,0.027,1.198534799
0.130431652,0.027,1.178754579
0.130432606,0.027,1.232234432
0.131554127,0.027,1.372161172
0.131555796,0.027,1.553113553
0.131556273,0.027,1.708424908
0.131556749,0.027,1.800732601
0.131557465,0.027,1.797802198
0.132673979,0.027,1.676923077
0.132675886,0.027,1.545054945
0.13268137,0.027,1.387545788
0.132682323,0.027,1.242490842
0.1326828,0.027,1.173626374
0.132683516,0.027,1.194871795
0.133802652,0.027,1.284249084
0.133804321,0.027,1.454945055
0.133804798,0.027,1.626373626
0.133805275,0.027,1.754578755
0.133805513,0.027,1.810989011
0.13380599,0.027,1.764835165
0.134954214,0.027,1.671794872
0.13495636,0.027,1.471794872
0.134957075,0.027,1.317948718
0.134958029,0.027,1.215384615
0.134958744,0.027,1.189010989
0.134959698,0.027,1.238095238
0.136083126,0.027,1.358974359
0.136085272,0.027,1.534065934
0.136085749,0.027,1.684981685
0.136086226,0.027,1.791941392
0.136086702,0.027,1.802197802
0.137202978,0.027,1.717948718
0.13720417,0.027,1.569230769
0.137204647,0.027,1.408791209
0.137205601,0.027,1.263736264
0.137205839,0.027,1.186813187
0.137206554,0.027,1.2
0.138322592,0.027,1.273260073
0.138324499,0.027,1.432967033
0.138329744,0.027,1.61025641
0.138330698,0.027,1.742124542
0.138331175,0.027,1.805860806
0.138331652,0.027,1.780952381
0.138332129,0.027,1.665934066
0.138332605,0.027,1.497435897
0.138333082,0.027,1.375091575
0.138333321,0.027,1.221978022
0.138334036,0.027,1.175824176
0.138334513,0.027,1.218315018
0.139494181,0.027,1.33992674
0.13949585,0.027,1.517948718
0.139496803,0.027,1.643956044
0.139497042,0.027,1.79047619
0.139497519,0.027,1.819047619
0.139497995,0.027,1.704761905
0.140606165,0.027,1.597069597
0.140607595,0.027,1.441025641
0.140608072,0.027,1.283516484
0.140608549,0.027,1.196336996
0.140609026,0.027,1.111355311
0.141710043,0.027,1.251282051
0.141711235,0.027,1.406593407
0.14171195,0.027,1.581684982
0.141712427,0.027,1.724542125
0.141712904,0.027,1.802197802
0.141713142,0.027,1.794871795
0.142812967,0.027,1.66007326
0.142814159,0.027,1.543589744
0.142814398,0.027,1.372893773
0.142815113,0.027,1.235164835
0.142815828,0.027,1.192673993
0.142816067,0.027,1.218315018
0.143913269,0.027,1.318681319
0.1439147,0.027,1.487179487
0.143921614,0.027,1.644688645
0.143922329,0.027,1.772893773
0.143923044,0.027,1.817582418
0.143923521,0.027,1.758241758
0.145025492,0.027,1.617582418
0.145027161,0.027,1.445421245
0.145027637,0.027,1.315018315
0.145027876,0.027,1.201465201
0.145028353,0.027,1.18021978
0.146124601,0.027,1.217582418
0.146126032,0.027,1.385347985
0.146126509,0.027,1.554578755
0.146126747,0.027,1.706227106
0.146127462,0.027,1.796336996
0.146127939,0.027,1.764835165
0.147264719,0.027,1.704761905
0.147265673,0.027,1.556043956
0.147266388,0.027,1.393406593
0.147308111,0.027,1.24981685
0.147308826,0.027,1.186080586
0.147309303,0.027,1.217582418
0.147347689,0.027,1.30989011
0.147348404,0.027,1.474725275
0.147348642,0.027,1.626373626
0.147349596,0.027,1.758241758
0.147349834,0.027,1.803663004
0.147350311,0.027,1.768498168
0.148471117,0.027,1.638095238
0.148472309,0.027,1.479120879
0.148476839,0.027,1.325274725
0.148477316,0.027,1.198534799
0.148478031,0.027,1.145787546
0.148478508,0.027,1.234432234
0.149614811,0.027,1.375824176
0.149616003,0.027,1.523809524
0.149616718,0.027,1.702564103
0.149616957,0.027,1.79047619
0.149617434,0.027,1.733333333
0.152009726,0.027,1.726007326
